tag,r_half,median_err_at_half_rank,p90_err_at_half_rank,gate1_pass
layer22_expert18,384,0.410363107919693,0.4569511592388153,False
layer22_expert30,384,0.44536885619163513,0.4921985864639282,False
layer38_expert03,384,0.44884006679058075,0.5253091752529144,False
layer38_expert55,384,0.2649579346179962,0.322671103477478,False
