layer,matrix_type,cond_a,seed_a,cond_b,seed_b,n_experts_common,n_excluded_a,n_excluded_b,mean_angle_deg_k16,mean_angle_deg_k32,mean_angle_deg_k64,max_angle_deg_k16,max_angle_deg_k32,max_angle_deg_k64,proj_dist_k16,proj_dist_k32,proj_dist_k64,whitening_reldist_k16,whitening_reldist_k32,whitening_reldist_k64,cov_reldist_k16,cov_reldist_k32,cov_reldist_k64
3,up_proj,swahili_only,2,mixed_5lang,0,64,0,0,75.24211120605469,73.39673614501953,70.43678283691406,89.60852813720703,89.76078796386719,89.809326171875,3.748095750808716,5.26113224029541,7.314711570739746,1.4093787670135498,1.4004064798355103,1.3900507688522339,1.4500439167022705,1.4449511766433716,1.441033959388733
3,up_proj,swahili_only,2,mixed_5lang,1,64,0,0,77.10943603515625,75.2353744506836,72.10843658447266,89.60596466064453,89.72296905517578,89.83792877197266,3.8014869689941406,5.337461948394775,7.416310787200928,1.4230772256851196,1.415460228919983,1.4043842554092407,1.4734554290771484,1.468455195426941,1.4647291898727417
3,up_proj,swahili_only,2,mixed_5lang,2,64,0,0,75.8693618774414,74.10490417480469,71.08588409423828,89.61264038085938,89.75052642822266,89.8141098022461,3.7660648822784424,5.291779518127441,7.3552751541137695,1.4145684242248535,1.4073961973190308,1.39650297164917,1.453688144683838,1.4480390548706055,1.4439514875411987
3,up_proj,bengali_only,0,bengali_only,1,64,0,0,11.685676574707031,14.465368270874023,18.537120819091797,50.14446258544922,74.55744171142578,85.18161010742188,1.0407686233520508,1.7904281616210938,3.0821759700775146,0.4869183301925659,0.6082388162612915,0.7639343738555908,0.09302732348442078,0.0900193452835083,0.08794716000556946
3,up_proj,bengali_only,0,bengali_only,2,64,0,0,11.556646347045898,14.372017860412598,18.701934814453125,48.73966598510742,76.30143737792969,85.27017974853516,1.0230369567871094,1.7657885551452637,3.0880439281463623,0.4802860915660858,0.6010066270828247,0.761634349822998,0.09970041364431381,0.09694162011146545,0.09500156342983246
3,up_proj,bengali_only,0,mixed_5lang,0,64,0,0,47.23821258544922,49.77654266357422,53.237327575683594,89.14946746826172,89.53343200683594,89.81321716308594,2.840059518814087,4.17071533203125,6.191703796386719,1.1771600246429443,1.2281359434127808,1.3120278120040894,0.9298908710479736,0.9262784719467163,0.9247456192970276
3,up_proj,bengali_only,0,mixed_5lang,1,64,0,0,49.279998779296875,51.162357330322266,53.680030822753906,89.2676773071289,89.56291198730469,89.75908660888672,2.9197072982788086,4.243463516235352,6.223987579345703,1.2006828784942627,1.2421643733978271,1.3155192136764526,0.9485710859298706,0.9444196820259094,0.9424132108688354
3,up_proj,bengali_only,0,mixed_5lang,2,64,0,0,51.025089263916016,52.84884262084961,55.09071350097656,89.24742126464844,89.61825561523438,89.7588882446289,2.979475498199463,4.328460693359375,6.321407318115234,1.219683289527893,1.260011911392212,1.3272137641906738,1.008080244064331,1.0034193992614746,1.0010660886764526
3,up_proj,bengali_only,1,bengali_only,2,64,0,0,11.850661277770996,14.447433471679688,18.90823745727539,51.52157974243164,73.7720947265625,85.38984680175781,1.0521783828735352,1.783207893371582,3.127689838409424,0.49200910329818726,0.6066386699676514,0.7729957103729248,0.1104869693517685,0.108149453997612,0.10617657005786896
3,up_proj,bengali_only,1,mixed_5lang,0,64,0,0,47.170799255371094,49.712100982666016,53.24076843261719,89.02728271484375,89.51972961425781,89.74966430664062,2.8384013175964355,4.168148994445801,6.192257881164551,1.175715446472168,1.227635145187378,1.3130009174346924,0.9299952387809753,0.9262736439704895,0.9247021675109863
