tag,r_half,median_err_at_half_rank,p90_err_at_half_rank,gate1_pass
layer12_expert19,256,0.29129722714424133,0.3660045385360718,False
layer12_expert26,256,0.33700743317604065,0.40712860226631165,False
layer19_expert14,256,0.3929477781057358,0.52037513256073,False
layer19_expert27,256,0.33826981484889984,0.4928204536437988,False
